10000,1180443
20000,10538307
30000,10617050
40000,4595055
50000,2675085
60000,90572020
70000,1051315
80000,6690982
90000,19514146
100000,4939753
110000,4097211
120000,22891098
130000,29212702
140000,43128413
150000,25210897
160000,19670855
170000,2880798
180000,51643579
190000,5883024
200000,4277891
210000,7432263
220000,5127966
230000,9591991
240000,5663830
250000,16274325
260000,29430366
270000,15048755
280000,17656912
290000,63405777
300000,25008964
310000,24761146
320000,26604985
330000,56794843
340000,15901672
350000,6752060
360000,6252109
370000,4378037
380000,28457403
390000,13168942
400000,9005683
410000,26728324
420000,4375248
430000,959093
440000,3371470
450000,1952582
460000,6354985
470000,41372867
480000,20826853
490000,18727257
500000,16304106
510000,95993184
520000,3342747
530000,11022277
540000,8775914
550000,1569157
560000,5325061
570000,1949182
580000,1715665
590000,30969010
600000,98041232
610000,1190532
620000,3444507
630000,23861880
640000,26727773
650000,12316287
660000,47298379
670000,2498084
680000,6967291
690000,13407797
700000,5714832
710000,6069357
720000,16872005
730000,6462847
740000,47562065
750000,31987445
760000,34163815
770000,3592923
780000,4802699
790000,19445581
800000,1757051
810000,23167258
820000,4740373
830000,1727861
840000,40441827
850000,21789845
860000,58323120
870000,18161956
880000,3668698
890000,23666147
900000,3159288
910000,5199141
920000,21434712
930000,6403341
940000,74840177
950000,50042651
960000,91040963
970000,13434301
980000,97304195
990000,2687958
1000000,7136077
1010000,1872307
1020000,29727656
1030000,96347296
1040000,2403862
1050000,7743158
1060000,48077609
1070000,2156685
1080000,73218694
1090000,123532094
1100000,428713068
1110000,370061524
1120000,22153596
1130000,1054298
1140000,21432195
1150000,31754276
1160000,3047388
1170000,15640234
1180000,1293659
1190000,62008294
1200000,143572078
1210000,432963361
1220000,2710169672
1230000,790437183
1240000,396274111
1250000,1472156451
1260000,233563264
1270000,19036983
1280000,44198074
1290000,96197820
1300000,2497925
1310000,482015
1320000,175576
1330000,180627
1340000,289942
1350000,164136
1360000,182573
1370000,403437
1380000,160537
1390000,139721
1400000,220709
1410000,233894
1420000,317999
1430000,430189
1440000,723461
1450000,260477
1460000,294364
1470000,4438608
1480000,430773
1490000,2889489
1500000,570870
1510000,544607
1520000,12764029
1530000,765023
1540000,593119
1550000,767416
1560000,20100774
1570000,603472
1580000,584114
1590000,11835641
1600000,1260212
1610000,1264931
1620000,1330712
1630000,8810803
1640000,2721161
1650000,933044
1660000,22099280
1670000,566209
1680000,16495475
1690000,1380188
1700000,14391233
1710000,3017967
1720000,38803363
1730000,5551385
1740000,1273309
1750000,55495696
1760000,69229031
1770000,987163
1780000,12498517
1790000,33095473
1800000,16691707
